Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
BTC,2020-06-10,9786.1420204782,9790.073884068,9870.5193874417,9610.0243540348
BTC,2020-06-11,9874.967047524,9787.914130709,9979.7155257569,9711.8595804282
BTC,2020-06-12,9260.8326409877,9875.0142135212,9962.1803308167,9108.4730458288
BTC,2020-06-13,9464.2280968215,9261.4814437625,9558.7706017956,9238.3891810973
BTC,2020-06-14,9458.6597544046,9464.0860788641,9492.8998835231,9359.8470466204
BTC,2020-06-15,9351.9537280097,9458.6597530336,9481.6974527721,9250.0324075518
BTC,2020-06-16,9441.7689955465,9351.6054773864,9498.609998889,8910.1982654435
BTC,2020-06-17,9510.6606372934,9442.0169879651,9595.2229348834,9380.7460796455
BTC,2020-06-18,9457.6270744096,9510.6412664837,9557.4684199857,9240.6460560184
BTC,2020-06-19,9398.6420936216,9457.4648370114,9480.3744873948,9276.4270939835
BTC,2020-06-20,9279.7607651662,9398.6856028871,9427.1776609648,9236.6572719404
BTC,2020-06-21,9353.0781961865,9278.4691460412,9391.0250942378,9178.3822794606
BTC,2020-06-22,9289.104491444,9353.0781871345,9412.6485046188,9278.9232260848
BTC,2020-06-23,9680.9471278957,9288.603159701,9775.102839222,9272.796157314
BTC,2020-06-24,9609.6802455253,9680.9471289833,9720.7652405271,9576.910847921
BTC,2020-06-25,9311.1363183171,9609.680245524,9678.9860797608,9206.9588946905
BTC,2020-06-26,9252.6333717662,9310.9896455256,9333.3460568584,9002.3744683154
BTC,2020-06-27,9171.7320857653,9252.6847128695,9292.2453669875,9046.2313649675
BTC,2020-06-28,9022.1537680028,9171.5540124669,9192.7682653593,8843.3177021008
BTC,2020-06-29,9101.8500573564,9022.0121258159,9190.1174784507,8949.7559742094
BTC,2020-06-30,9188.0613754617,9101.8777027488,9233.5293611412,9032.4354826268
BTC,2020-07-01,9148.4448585576,9188.0374007629,9201.6487941318,9067.1908399612
BTC,2020-07-02,9236.3167704303,9141.3482599688,9300.9989833628,9096.7786459199
BTC,2020-07-03,9097.7973663897,9240.1696284865,9267.1230218636,8957.6328010018
BTC,2020-07-04,9094.3245610188,9097.6836278241,9132.985825035,9065.858011514
BTC,2020-07-05,9124.653534398,9067.9374872454,9190.8189866829,9051.8707264143
BTC,2020-07-06,9055.4644825162,9141.0750702453,9149.7655840554,8919.7629805208
BTC,2020-07-07,9278.8056370407,9078.6141268178,9356.3274209406,9063.7276271287
BTC,2020-07-08,9244.4158145353,9344.9876259665,9374.0835326574,9216.5180479245
BTC,2020-07-09,9471.7599734203,9262.8052511081,9472.0800667072,9239.5432967104
BTC,2020-07-10,9236.1432537083,9444.7281118768,9449.9112433728,9173.165153858
BTC,2020-07-11,9243.1752591504,9239.4733507852,9260.349784693,9133.9623381373
BTC,2020-07-12,9229.85975494,9289.5800289992,9304.9625505212,9190.0326227444
BTC,2020-07-13,9286.737042085,9243.7662534181,9349.001062043,9170.7353602852
BTC,2020-07-14,9238.9937548587,9310.3950688791,9339.8069862093,9206.2919781178
BTC,2020-07-15,9260.4709801845,9241.7637243217,9279.0932219554,9125.2145235453
BTC,2020-07-16,9211.0264328947,9261.5114252243,9275.4524402921,9167.6497205035
BTC,2020-07-17,9133.7778303426,9192.6236656576,9219.4264918104,9048.0849218389
BTC,2020-07-18,9160.4105914881,9132.4547469077,9186.9617904779,9085.9776186679
